consentimento,TI01[SQ001],TI01[SQ002],TI01[SQ004],TI01[SQ003],TI01[SQ005],TI01[SQ006],TI01[SQ007],TI01[SQ008],TI02[SQ001],TI02[SQ002],TI02[SQ003],TI02[SQ004],TI02[SQ005],TI02[SQ006],TI02[SQ007],TI02[SQ008],TI02[SQ009],hab2,hab3,hab4,HAB01[SQ001],HAB01[SQ002],HAB01[SQ003],HAB01[SQ004],HAB01[SQ005],HAB01[SQ006],HAB01[SQ007],HAB01[SQ008],hab5[SQ007],hab5[SQ008],hab5[SQ002],hab5[SQ001],hab5[SQ003],hab5[SQ004],hab5[SQ005],hab5[SQ006],hab6[SQ001],hab6[SQ002],hab6[SQ003],hab6[SQ004],hab7[SQ001],hab7[SQ002],hab7[SQ003],hab7[SQ004],octs1,octs2,octs3,octs4[SQ001],octs4[SQ002],octs4[SQ003],octs4[SQ004],octs5[SQ001],octs5[SQ002],octs5[SQ003],octs5[SQ004],octs5[SQ005],octs6[SQ001],octs6[SQ002],octs6[SQ003],octs6[SQ004],octs6[SQ005],octs6[SQ006],odc2,odc4[SQ001],odc4[SQ002],odc4[SQ003],odc4[SQ004],odc4[SQ005],odc4[SQ006],odc4[SQ007],odc4[SQ008],odc4[SQ009],odc1[SQ001],odc1[SQ002],odc1[SQ003],odc1[SQ004],odc1[SQ005],odc1[SQ006],odc1[SQ007],odc3[SQ001],odc3[SQ002],odc3[SQ003],odc3[SQ004],odc3[SQ005],odc3[SQ006],odc3[SQ007],odc3[SQ008],odc3[SQ009],adc2,adc8,adc4,adc5,adc07,adc1[SQ001],adc1[SQ002],adc1[SQ003],adc1[SQ004],adc1[SQ005],adc1[SQ006],adc1[SQ007],adc1[SQ008],adc1[SQ009],adc1[SQ010],adc1[SQ011],adc1[SQ012],adc1[SQ013],adc1[SQ014],adc1[SQ015],adc3[SQ001],adc3[SQ002],adc3[SQ003],adc3[SQ004],adc6[SQ001],adc6[SQ002],adc6[SQ003],MO01[SQ001],MO01[SQ002],MO01[SQ003],MO01[SQ004],MO01[SQ005],MO01[SQ006],MO01[SQ007],MO01[SQ008],MO01[SQ009],MO01[SQ010],MO01[SQ011],MO01[SQ012],MO01[SQ013],MO02[SQ001],MO02[SQ002],MO02[SQ003],MO02[SQ004],MO02[SQ005],MO02[SQ006],MO02[SQ007],MO02[SQ008],MO02[SQ009],MO02[SQ010],MO02[SQ011],MO02[SQ012],MO03[SQ001],MO03[SQ002],MO03[SQ003],MO03[SQ004],MO03[SQ005],MO03[SQ006],MO03[SQ007],MO03[SQ008],MO05,MO07,MO04[SQ001],MO04[SQ002],MO04[SQ003],MO04[SQ004],MO06[SQ001],MO06[SQ002],MO06[SQ003],MO06[SQ004],VAL01[SQ001],VAL01[SQ002],VAL01[SQ003],VAL01[SQ004],VAL01[SQ005],VAL01[SQ006],VAL01[SQ007],VAL01[SQ008],VAL01[SQ009],VAL01[SQ010],VAL02[SQ001],VAL02[SQ002],VAL02[SQ003],VAL02[SQ004],VAL02[SQ005],CE02,CE03,CE04,CE05,CE06,CE10,CE07,CE08,CE11,CE13,CE14
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Pouco Interessado,Interessado,Interessado,Muito Interessado,Interessado,Interessado,Pouco Interessado,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Jornal da Ciência,Insuficiente,Positivas,Frequentemente,Às vezes,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Um pouco prejudicial,Prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Discordo em parte,Concordo totalmente,Discordo em parte,Concordo em parte,Preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Muito preocupado,Extremamente preocupado,Importante,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Discordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Concordo em parte,Discordo em parte,Concordo em parte,Um pouco importante,Muito importante,Um pouco importante,Importante,Importante,Muito importante,Importante,Importante,Muito importante,"Em geral, não","Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",2,1,Não,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Importante,Importante,Muito importante,Muito importante,Frequentemente,Raramente,Nunca,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Concordo parcialmente,Não,Não conheço,Não conheço,Não conheço,Não conheço,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Não conheço,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Sim, já fiz","Sim, já fiz",Masculino,Ensino Médio,Branca,Cristã católica ,Pouco importante,tanto ciência básica como aplicada,De centro,2,Engenharias,Nordeste,14
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Muito Interessado,Muito Interessado,Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Não,Não,Não,Não,Não,Não,Sim,Não,Não,internet,Insuficiente,Positivas,Às vezes,Às vezes,Raramente,Às vezes,Frequentemente,Frequentemente,Frequentemente,Às vezes,Muito prejudicial,Prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,,Prejudicial,10.0,8.0,9.0,9.0,8.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Discordo em partes,Discordo totalmente,Discordo em partes,Discordo em partes,Concordo em parte,Concordo em parte,Concordo totalmente,Discordo em parte,Concordo totalmente,Preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Muito preocupado,Extremamente preocupado,Muito importante,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Concordo em parte,Concordo totalmente,Concordo em parte,Discordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Muito importante,Importante,Importante,Um pouco importante,Muito importante,Muito importante,Importante,Importante,Nada importante,"Em geral, não",Sobre os resultados de sua pesquisa,3,3,Não,3 vezes,2 vezes,Nenhuma vez,mais de 5 vezes,mais de 5 vezes,4 vezes,Nenhuma vez,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,3 vezes,Importante,Nada importante,Pouco importante,Não sei,Raramente,Frequentemente,Nunca,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Concordo totalmente,,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Conheço mas não participei,Participei como docente,Conheço mas não participei,Participei como docente,"Pertenço, mas não frequento muito",Pertenço e frequento,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, e não faria de jeito nenhum","Não fiz, mas poderia fazer","Não fiz, e não faria de jeito nenhum","Não fiz, mas poderia fazer",Masculino,Ensino Fundamental,Branca,Cristã católica ,Muito importante,ciência aplicada,Conservador,1D,Ciências da Saúde,Sul,43
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Nada Interessado,Pouco Interessado,Nada Interessado,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Insuficiente,Positivas,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Frequentemente,Frequentemente,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Não causa prejuízos,Muito prejudicial,Muito prejudicial,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo em partes,Concordo totalmente,Discordo em partes,Concordo em partes,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,Concordo totalmente,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Um pouco importante,Importante,Importante,Não se aplica a mim,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",0,0,,1 vez,2 vezes,Nenhuma vez,2 vezes,Nenhuma vez,Nenhuma vez,1 vez,2 vezes,1 vez,2 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Importante,Muito importante,Importante,Importante,Raramente,Nunca,Nunca,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Concordo totalmente,Não,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito","Pertenço, mas não frequento muito",Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Médio,Branca,Religiões Orientais ,Muito importante,não se aplica,De esquerda,1C,"Linguística, Letras e Artes",Sudeste,28
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Interessado,Nada Interessado,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Pouco Interessado,Muito Interessado,Muito Interessado,Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Interessado,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,,Insuficiente,,,,,,,,,,Irrelevante para a ciência,Irrelevante para a ciência,Um pouco prejudicial,Irrelevante para a ciência,Prejudicial,Irrelevante para a ciência,,,8.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Discordo totalmente,Concordo totalmente,Concordo em partes,Discordo em partes,Concordo em parte,Discordo em parte,Concordo em parte,Discordo em parte,Concordo em parte,Nada preocupado,Preocupado,Preocupado,Preocupado,Extremamente preocupado,Muito preocupado,Importante,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Concordo em parte,Concordo em parte,Concordo em parte,Discordo totalmente,Discordo em parte,Discordo em parte,Concordo em parte,Importante,Muito importante,Importante,Um pouco importante,Um pouco importante,Muito importante,Muito importante,Nada importante,Um pouco importante,Frequentemente,Sobre temas controversos de interesse público nos quais você tem alguma expertise.,2,2,Sim,3 vezes,1 vez,Nenhuma vez,1 vez,Nenhuma vez,1 vez,1 vez,1 vez,2 vezes,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,2 vezes,Nenhuma vez,Importante,Importante,Importante,,Frequentemente,Frequentemente,,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Concordo parcialmente,Sim,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Conheço mas não participei,Participei como docente,Conheço mas não participei,Participei como docente,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Não fiz, mas poderia fazer","Não fiz, e não faria de jeito nenhum","Não fiz, mas poderia fazer","Sim, já fiz","Sim, já fiz",Masculino,Ensino Superior,Branca,Cristã católica ,Muito importante,tanto ciência básica como aplicada,Nenhuma dessas,1C,Ciências Agrárias,Sudeste,39
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Interessado,Interessado,Interessado,Interessado,Pouco Interessado,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Documentário científicos (ex: Discovery channel),Insuficiente,Positivas,,,,,,,,,Não causa prejuízos,Não causa prejuízos,Não causa prejuízos,Um pouco prejudicial,Um pouco prejudicial,Um pouco prejudicial,Um pouco prejudicial,Um pouco prejudicial,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,Atrasado,Muitos benefícios,Alguns riscos,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Discordo totalmente,Nada preocupado,Nada preocupado,Muito preocupado,Preocupado,Muito preocupado,Preocupado,Muito importante,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Concordo em parte,Concordo totalmente,Concordo totalmente,Discordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,"Em geral, não",Sobre os resultados de sua pesquisa,,,,1 vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Importante,,Importante,Importante,Raramente,Raramente,Raramente,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Concordo totalmente,,Participei como docente,Participei como docente,Participei como aluno,Participei como docente,,,,Participei como docente,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Fundamental Incompleto,Parda,Ateu ou agnóstico,Pouco importante,tanto ciência básica como aplicada,Liberal,1C,Ciências Agrárias,Sudeste,35
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Interessado,Muito Interessado,Muito Interessado,Interessado,Pouco Interessado,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Veritassium - Canal do YouTube,Insuficiente,Negativas,Frequentemente,Às vezes,Nunca,Às vezes,Frequentemente,Frequentemente,Frequentemente,Nunca,Muito prejudicial,Prejudicial,Muito prejudicial,Prejudicial,Muito prejudicial,Um pouco prejudicial,Um pouco prejudicial,Muito prejudicial,3.0,3.0,8.0,8.0,10.0,10.0,10.0,10.0,Atrasado,Alguns benefícios,Poucos riscos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo em partes,Concordo totalmente,Discordo totalmente,Concordo em parte,Discordo em parte,Discordo em parte,Nada preocupado,Nada preocupado,Extremamente preocupado,Extremamente preocupado,Muito preocupado,Preocupado,Pouco importante,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Discordo totalmente,Discordo totalmente,Concordo em parte,Discordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,Muito importante,Importante,Um pouco importante,Muito importante,Importante,Importante,Muito importante,Muito importante,Um pouco importante,Frequentemente,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",Duas vezes,Ambas,,3 vezes,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Muito importante,Muito importante,Muito importante,Pouco importante,Raramente,Frequentemente,Frequentemente,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Concordo totalmente,,Participei como docente,Participei como docente,Conheço mas não participei,Participei como docente,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer",Masculino,Ensino Superior,Branca,Cristã Protestantes históricas ,Importante,tanto ciência básica como aplicada,De esquerda,2,Ciências Exatas e da Terra,Sudeste,Menos de 1
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Nada Interessado,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Insuficiente,Negativas,Às vezes,Raramente,Às vezes,Às vezes,Às vezes,Frequentemente,Raramente,Nunca,Prejudicial,Prejudicial,Muito prejudicial,Não causa prejuízos,Prejudicial,Prejudicial,Prejudicial,Muito prejudicial,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Não sei,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Concordo em parte,Concordo totalmente,Concordo totalmente,Discordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Muito importante,Muito importante,Muito importante,Importante,Importante,Importante,Importante,Importante,Importante,"Em geral, não",Sobre os resultados de sua pesquisa,10,10,Sim,mais de 5 vezes,mais de 5 vezes,Nenhuma vez,mais de 5 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,mais de 5 vezes,Nenhuma vez,3 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Importante,Não sei,Importante,Não sei,Frequentemente,Raramente,Nunca,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Concordo totalmente,Sim,Conheço mas não participei,Não conheço,Não conheço,Não conheço,Conheço mas não participei,Participei como docente,Conheço mas não participei,Conheço mas não participei,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Pertenço, mas não frequento muito","Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Sim, já fiz",Não sei,"Sim, já fiz","Não fiz, mas poderia fazer","Sim, já fiz",Masculino,Ensino Médio Incompleto,Branca,Cristã católica ,Pouco importante,ciência aplicada,De esquerda,2,Engenharias,Sul,14
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Pouco Interessado,Interessado,Nada Interessado,Pouco Interessado,Pouco Interessado,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Revista Fapesp,Insuficiente,Positivas,Frequentemente,Às vezes,Nunca,Frequentemente,Às vezes,Frequentemente,Frequentemente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Prejudicial,Prejudicial,Um pouco prejudicial,Prejudicial,Muito prejudicial,8.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Discordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Discordo em parte,Nada preocupado,Preocupado,Muito preocupado,Muito preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Discordo em parte,Concordo em parte,Concordo totalmente,Discordo em parte,Discordo em parte,Discordo em parte,Concordo em parte,Muito importante,Importante,Importante,Um pouco importante,Importante,Um pouco importante,Importante,Importante,Importante,Em geral sim,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",Pelo menos 3 vezes,Em duas vezes,Não,5 vezes,5 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,mais de 5 vezes,3 vezes,2 vezes,1 vez,Nenhuma vez,mais de 5 vezes,3 vezes,mais de 5 vezes,Muito importante,Muito importante,Muito importante,Muito importante,Raramente,Frequentemente,Não se aplica a mim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Concordo parcialmente,Não,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Sim, já fiz","Sim, já fiz","Sim, já fiz",Feminino,Ensino Superior Incompleto,Branca,Não tenho religião,,tanto ciência básica como aplicada,De esquerda,2,Ciências Agrárias,Sudeste,19
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Pouco Interessado,Interessado,Pouco Interessado,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Instagram; Youtube,Razoável,Negativas,Frequentemente,Às vezes,Raramente,Às vezes,Às vezes,Frequentemente,Raramente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Importante,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Concordo em parte,Concordo totalmente,Concordo totalmente,Discordo em parte,Concordo totalmente,Discordo em parte,Concordo em parte,Muito importante,Muito importante,Importante,Um pouco importante,Importante,Muito importante,Importante,Importante,Um pouco importante,"Em geral, não","Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",02,02,Não,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,mais de 5 vezes,Importante,Importante,Importante,Importante,Frequentemente,Não se aplica a mim,Não se aplica a mim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Concordo totalmente,Sim,Participei como docente,Participei como docente,Conheço mas não participei,Participei como docente,Conheço mas não participei,Participei como aluno,Conheço mas não participei,Participei como docente,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Superior,Preta,Não tenho religião,,ciência básica,Liberal,2,Ciências Biológicas,Nordeste,8
